id,city,district,ward,street,area,price,house_direction,bedroom,toilet,floors,legits,upload_date,furniture,facade,entrance
2563489,Hà Nội,Hà Đông,,Ngô Quyền,55.0,5200.0,,,,,, 09/10/2023,,,
2563493,Hà Nội,,,,107.0,3900.0,WN,,1.0,,Sổ hồng, 09/10/2023,,,
2563319,Hà Nội,Long Biên,,Nguyễn Văn Cừ,62.0,9900.0,,,,,Sổ hồng, 09/10/2023,,,
2563311,Hà Nội,,,,90.0,4350.0,S,,,,Sổ đỏ, 09/10/2023,,,
2563243,Hà Nội,,,,68.0,2900.0,,,1.0,,, 09/10/2023,,,
2563255,Hà Nội,,,,128.0,6000.0,,,,,Sổ đỏ, 09/10/2023,,,
2563162,Hà Nội,Hà Đông,,Chiến Thắng,40.0,7500.0,,3.0,,,Sổ đỏ, 09/10/2023,,,
2563152,Hà Nội,Hà Đông,,Chiến Thắng,40.0,7500.0,,3.0,,,Sổ đỏ, 09/10/2023,,,
2562967,Hà Nội,,,,69.8,2750.0,,,1.0,,, 09/10/2023,,,
2562257,Hà Nội,Cầu Giấy,,Hoàng Quốc Việt,92.0,34000.0,,,1.0,,, 09/10/2023,,,
2562944,Hà Nội,Hà Đông,,Phùng Hưng,151.0,28000.0,,,,,, 09/10/2023,,,
2562843,Hà Nội,Đống Đa,,Thổ Quan,30.0,6000.0,,,,,Sổ đỏ, 09/10/2023,,,
2537442,Hà Nội,,,,88.3,18800.0,ES,,1.0,,, 25/09/2023,,,
1846366,Hà Nội,Hà Đông,,Mậu Lương,43.0,4150.0,,,,5.0,, 09/10/2023,Cơ Bản,3.6,3.5
2385873,Hà Nội,Hà Đông,,Trần Phú,70.0,11000.0,,,,,Sổ đỏ, 09/10/2023,,,
2384465,Hà Nội,Hà Đông,,Trần Phú,75.0,11000.0,,,,,Sổ hồng, 09/10/2023,,,
2562726,Hà Nội,,,,80.0,2600.0,ES,,1.0,,Sổ đỏ, 09/10/2023,,,
2558463,Hà Nội,,,,77.0,3300.0,,,,,, 06/10/2023,,,
2562633,Hà Nội,,,,64.0,1900.0,EN,,1.0,,Sổ hồng, 09/10/2023,,,
2562262,Hà Nội,Cầu Giấy,,Hoàng Quốc Việt,92.0,34000.0,,,,,, 08/10/2023,,,
2561603,Hà Nội,Hoàng Mai,,Hoàng Mai,30.0,4100.0,,3.0,1.0,5.0,Sổ đỏ, 08/10/2023,True,3.0,6.0
2562055,Hà Nội,Tây Hồ,,Lạc Long Quân,325.0,165000.0,,,,,, 08/10/2023,,,
2561871,Hà Nội,Ba Đình,,Hoàng Hoa Thám,83.0,8375.0,,,1.0,,Sổ đỏ, 08/10/2023,,,
2561359,Hà Nội,,,,67.49,2930.0,ES,,1.0,,, 08/10/2023,,,
1982269,Hà Nội,Nam Từ Liêm,,Sa Đôi,90.0,17500.0,,,,4.0,, 24/09/2023,,,
2560941,Hà Nội,Ba Đình,,Hoàng Hoa Thám,36.0,5000.0,,,,,, 08/10/2023,,,
2560940,Hà Nội,Hoàng Mai,,Kim Giang,44.0,4550.0,,,1.0,,, 08/10/2023,,,
2560916,Hà Nội,,,,160.5,6100.0,,,1.0,,Sổ đỏ, 07/10/2023,,,
2560488,Hà Nội,Nam Từ Liêm,,Phú Mỹ,112.0,29494.999999999996,,,,,Sổ đỏ, 07/10/2023,,,
2560226,Hà Nội,,,,110.0,6300.0,,,,,Sổ đỏ, 07/10/2023,,,
2560031,Hà Nội,,,,293.0,24000.0,ES,,,,Sổ đỏ, 07/10/2023,,,
2559897,Hà Nội,Đống Đa,,Nguyễn Phúc Lai,55.0,13000.0,,,1.0,,Sổ hồng, 07/10/2023,,,
2474849,Hà Nội,Thanh Xuân,,Ngụy Như Kon Tum,143.0,39000.0,,,1.0,,, 07/10/2023,,,
2482170,Hà Nội,Đống Đa,,Nguyễn Chí Thanh,150.0,21000.0,,,,,, 07/10/2023,,,
2483196,Hà Nội,Cầu Giấy,,Nguyễn Thị Định,85.0,10300.0,,,1.0,,Sổ đỏ, 07/10/2023,,,
2559659,Hà Nội,Tây Hồ,,Trích Sài,100.0,25500.0,,,1.0,,, 07/10/2023,,,
2559050,Hà Nội,Hoàng Mai,,,80.0,7000.0,,,,,, 07/10/2023,,,
2559623,Hà Nội,Ba Đình,,Đội Cấn,68.0,8840.0,,,,,, 07/10/2023,,,
2559502,Hà Nội,Cầu Giấy,,Nguyễn Thị Định,73.0,22900.0,,,1.0,,Sổ đỏ, 07/10/2023,,,
2559238,Hà Nội,Hai Bà Trưng,,Lạc Trung,30.0,6700.0,,,1.0,,Sổ đỏ, 06/10/2023,,,
2558878,Hà Nội,Gia Lâm,Đặng Xá,,200.0,15000.0,,,,,, 06/10/2023,,,
2558877,Hà Nội,Gia Lâm,Đặng Xá,,200.0,15000.0,,,,,, 06/10/2023,,,
2558691,Hà Nội,,,,111.5,5750.0,WN,,1.0,,Sổ hồng, 06/10/2023,,,
2558608,Hà Nội,,,,58.0,1700.0,EN,,1.0,,Sổ hồng, 06/10/2023,,,
2558554,Hà Nội,,,,134.0,6100.0,,,,,Sổ đỏ, 06/10/2023,,,
2558474,Hà Nội,,,,109.0,4000.0,WN,,,,Sổ đỏ, 06/10/2023,,,
2558409,Hà Nội,,,,70.0,2210.0,ES,,,,Sổ hồng, 06/10/2023,,,
2558324,Hà Nội,Tây Hồ,,Võng Thị,35.0,5500.0,,,1.0,,Sổ đỏ, 06/10/2023,,,
2551490,Hà Nội,Đống Đa,,Chùa Láng,50.0,6500.0,,,,,, 03/10/2023,,,
2557881,Hà Nội,Đống Đa,,Nguyên Hồng,55.0,20000.0,,,1.0,,Sổ hồng, 06/10/2023,,,
2557408,Hà Nội,Ba Đình,,Kim Mã,32.0,4990.0,WN,,,,Sổ đỏ, 06/10/2023,,,
2557402,Hà Nội,Cầu Giấy,,Trung Kính,33.0,4950.0,,,1.0,,, 05/10/2023,,,
2557023,Hà Nội,Hoàng Mai,,Hoàng Mai,32.0,2500.0,ES,,,,Giấy tờ hợp lệ, 05/10/2023,,,
1888764,Hà Nội,Hoàn Kiếm,,Hàng Bông,296.0,89000.0,,4.0,,2.0,Sổ đỏ, 05/10/2023,,,
2556462,Hà Nội,,,,58.0,1700.0,ES,,1.0,,Sổ đỏ, 05/10/2023,,,
2556441,Hà Nội,,,,104.0,3900.0,E,,,,Sổ đỏ, 05/10/2023,,,
2556383,Hà Nội,Ba Đình,,Linh Lang,88.0,28800.0,,,,,Sổ đỏ, 05/10/2023,,,
2556431,Hà Nội,,,,79.0,3190.0,WN,,1.0,,Sổ đỏ, 05/10/2023,,,
2556305,Hà Nội,Tây Hồ,,,40.0,9000.0,,,1.0,,Sổ đỏ, 05/10/2023,,,
2556062,Hà Nội,Hà Đông,,Hà Trì 4,32.0,4100.0,,,1.0,,Sổ hồng, 05/10/2023,,,
2555832,Hà Nội,,,,109.0,4050.0,WN,,,,Sổ hồng, 05/10/2023,,,
2555739,Hà Nội,Nam Từ Liêm,,Đỗ Xuân Hợp,50.0,1450.0,EN,,,,Giấy tờ hợp lệ, 05/10/2023,,,
2555703,Hà Nội,Nam Từ Liêm,,Lê Quang Đạo,50.0,5350.0,,,,,Sổ đỏ, 05/10/2023,,,
2555653,Hà Nội,Đống Đa,,Nguyễn Chí Thanh,50.0,15500.0,,,1.0,,Sổ hồng, 05/10/2023,,,
2555631,Hà Nội,Bắc Từ Liêm,,,44.0,7500.0,,,,,, 05/10/2023,,,
2555487,Hà Nội,Hoàng Mai,,Bằng Liệt,37.3,4650.0,EN,,,,Sổ đỏ, 05/10/2023,,,
2045702,Hà Nội,,,,60.0,1600.0,,2.0,1.0,,Sổ đỏ, 05/10/2023,Đầy đủ,,
2023607,Hà Nội,Cầu Giấy,,Hạ Yên,30.0,4700.0,,3.0,1.0,5.0,Sổ đỏ, 05/10/2023,đầy đủ ,3.5,
2555057,Hà Nội,Long Biên,,Nguyễn Văn Cừ,61.0,11800.0,,,1.0,,Sổ đỏ, 05/10/2023,,,
2554565,Hà Nội,Bắc Từ Liêm,,Cầu Diễn,114.0,11000.0,W,,,,Sổ trắng, 04/10/2023,,,
1902902,Hà Nội,,,,80.0,2350.0,WS,3.0,1.0,19.0,Sổ hồng, 04/10/2023,Hoàn thiện cao cấp chủ đầu tư,,
2554389,Hà Nội,Gia Lâm,Dương Xá,,230.0,43000.0,,,,,, 04/10/2023,,,
2554371,Hà Nội,,,,127.0,3100.0,ES,,,,Sổ hồng, 04/10/2023,,,
2554268,Hà Nội,Tây Hồ,,Trịnh Công Sơn,57.0,7500.0,,,1.0,,Sổ đỏ, 04/10/2023,,,
2164799,Hà Nội,,,,97.5,3550.0,ES,,1.0,,Sổ hồng, 04/10/2023,,,
2553870,Hà Nội,Tây Hồ,,,31.0,3000.0,,,1.0,,Giấy tờ hợp lệ, 04/10/2023,,,
2553586,Hà Nội,,,,73.0,4600.0,ES,,1.0,,Sổ hồng, 04/10/2023,,,
2553491,Hà Nội,Hoài Đức,,Đại lộ Thăng Long,95.0,4400.0,EN,,1.0,,Sổ hồng, 04/10/2023,,,
2553554,Hà Nội,Hai Bà Trưng,,Minh Khai,36.0,17500.0,,,1.0,,, 04/10/2023,,,
2553506,Hà Nội,Hà Đông,,Nguyễn Văn Trác,170.0,19000.0,WN,,,,Sổ đỏ, 04/10/2023,,,
2553478,Hà Nội,Long Biên,,Nguyễn Văn Cừ,72.0,10500.0,,,,,Sổ hồng, 04/10/2023,,,
2038820,Hà Nội,,,,37.0,1020.0,,1.0,,,Sổ đỏ, 04/10/2023,Full nội thất cao cấp,,
2553461,Hà Nội,Long Biên,,Trạm,63.0,11500.0,,,,,Sổ hồng, 04/10/2023,,,
2553326,Hà Nội,Đống Đa,,Hoàng Ngọc Phách,45.3,13500.0,,,,,Sổ đỏ, 04/10/2023,,,
2553440,Hà Nội,,,,72.0,4600.0,ES,,1.0,,Sổ hồng, 04/10/2023,,,
2553406,Hà Nội,Long Biên,,Nguyễn Sơn,75.0,10900.0,,,,,Sổ hồng, 04/10/2023,,,
2553399,Hà Nội,Long Biên,Việt Hưng,,200.0,31000.0,,,,,Sổ hồng, 04/10/2023,,,
1840741,Hà Nội,Nam Từ Liêm,,Đại Linh,33.0,2700.0,WS,3.0,1.0,5.0,Sổ đỏ, 04/10/2023,nội thất hiện đại đầy đủ!,3.8,3.0
1868297,Hà Nội,Hà Đông,,La Nội,35.0,2680.0,WS,3.0,1.0,4.0,Sổ đỏ, 04/10/2023,nội thất đầy đủ hiện đại,3.5,3.0
2553240,Hà Nội,Đống Đa,,Chùa Láng,63.0,13000.0,,,,,Sổ đỏ, 04/10/2023,,,
2553241,Hà Nội,Đống Đa,,Tôn Thất Tùng,55.0,19900.0,E,,,,Sổ đỏ, 04/10/2023,,,
2552672,Hà Nội,,,,108.0,5800.0,WS,,,,Sổ hồng, 03/10/2023,,,
2512323,Hà Nội,Ba Đình,,Phúc Xá,40.0,4200.0,,4.0,,4.0,, 27/09/2023,False,4.0,
2552307,Hà Nội,,,,90.0,15800.0,WN,,1.0,,Sổ đỏ, 03/10/2023,,,
2552167,Hà Nội,Tây Hồ,,Võng Thị,51.0,6200.0,,,1.0,,Sổ đỏ, 03/10/2023,,,
2552175,Hà Nội,Long Biên,,Cổ Linh,50.0,10000.0,,,1.0,,Sổ đỏ, 03/10/2023,,,
2635437,Hà Nội,Tây Hồ,,Đồng Cổ,32.0,3250.0,,,1.0,,, 17/11/2023,,,
2371081,Hà Nội,,,,83.0,3250.0,,,1.0,,, 30/09/2023,,,
2589015,Hà Nội,Long Biên,Bồ Đề,,87.0,4100.0,,,1.0,,Sổ hồng, 23/10/2023,,,
2619976,Hà Nội,Đống Đa,,,52.0,1000.0,,,1.0,,, 09/11/2023,,,
2635308,Hà Nội,Hoàng Mai,,Tân Mai,40.0,3000.0,,,1.0,,Sổ hồng, 17/11/2023,,,
2595028,Hà Nội,,,,72.0,3350.0,,,,,, 26/10/2023,,,
2635249,Hà Nội,Thanh Xuân,Khương Trung,,40.0,4860.0,,,1.0,,Sổ đỏ, 17/11/2023,,,
2635252,Hà Nội,Hai Bà Trưng,,Đê Trần Khát Chân,35.0,3000.0,,,1.0,,Sổ hồng, 17/11/2023,,,
2635242,Hà Nội,Hoàng Mai,,Giáp Nhị,70.0,10000.0,,,1.0,,Sổ hồng, 17/11/2023,,,
2610482,Hà Nội,,,,485.0,14000.0,EN,,,,Sổ hồng, 04/11/2023,,,
2590900,Hà Nội,,,,70.0,3050.0,,,1.0,,Sổ đỏ, 24/10/2023,,,
1561677,Hà Nội,,,,100.0,5400.0,,2.0,1.0,,, 01/11/2023,Có,,
2604106,Hà Nội,Long Biên,,Bồ Đề,120.0,6500.0,,,1.0,,Sổ hồng, 01/11/2023,,,
2347648,Hà Nội,,,,303.0,12000.0,WS,,,,Sổ hồng, 17/11/2023,,,
2635189,Hà Nội,Thanh Xuân,,,55.0,10000.0,,,,,, 17/11/2023,,,
2551170,Hà Nội,Hai Bà Trưng,,Đại Cồ Việt,50.0,7600.0,,,,,Sổ đỏ, 03/10/2023,,,
2551096,Hà Nội,,,,79.0,4700.0,ES,,1.0,,Sổ hồng, 03/10/2023,,,
2550749,Hà Nội,Nam Từ Liêm,,Hàm Nghi,64.0,5000.0,,,,,Sổ đỏ, 02/10/2023,,,
2550699,Hà Nội,Hai Bà Trưng,,Bạch Mai,64.0,5200.0,,,1.0,,Sổ đỏ, 02/10/2023,,,
2550682,Hà Nội,Nam Từ Liêm,,Lê Đức Thọ,50.0,5200.0,,,,,Sổ đỏ, 02/10/2023,,,
2550680,Hà Nội,Thanh Xuân,,Nguyễn Trãi,39.0,5100.0,,,,,Sổ đỏ, 02/10/2023,,,
2550555,Hà Nội,Hoàng Mai,,,29.0,4300.0,,,,,, 02/10/2023,,,
2550501,Hà Nội,Hoàng Mai,Trần Phú,,35.0,2300.0,,,,,, 02/10/2023,,,
2550459,Hà Nội,Hoàng Mai,,,34.0,2800.0,,,,,, 02/10/2023,,,
2550147,Hà Nội,Thanh Xuân,,Khương Đình,35.0,3200.0,,,,,, 02/10/2023,,,
2550093,Hà Nội,Hai Bà Trưng,,Đại La,46.0,3800.0,,,,,, 02/10/2023,,,
2550069,Hà Nội,Thanh Xuân,,Khương Đình,40.0,3960.0,,,,,, 02/10/2023,,,
2550096,Hà Nội,Nam Từ Liêm,Tây Mỗ,,291.0,1460.0,EN,,1.0,,Sổ hồng, 02/10/2023,,,
2549844,Hà Nội,Long Biên,,Cổ Linh,50.0,10000.0,,,1.0,,Sổ đỏ, 02/10/2023,,,
2549918,Hà Nội,Bắc Từ Liêm,,Phú Minh,30.0,3200.0,WS,,,,Sổ đỏ, 02/10/2023,,,
2539310,Hà Nội,,,,30.0,1600.0,ES,,1.0,,Sổ đỏ, 26/09/2023,,,
2549837,Hà Nội,,,,102.3,5100.0,,,1.0,,Sổ hồng, 02/10/2023,,,
2549404,Hà Nội,,,,56.0,1600.0,WS,,,,Sổ đỏ, 02/10/2023,,,
2546429,Hà Nội,Long Biên,Việt Hưng,,64.0,2200.0,S,,,,Sổ hồng, 30/09/2023,,,
2549387,Hà Nội,Cầu Giấy,,Quan Nhân,37.5,4450.0,,,,,, 02/10/2023,,,
2549062,Hà Nội,,,,111.0,5850.0,,,1.0,,, 02/10/2023,,,
2548730,Hà Nội,Đống Đa,,Nguyễn Chí Thanh,110.0,20000.0,,,1.0,,Sổ hồng, 01/10/2023,,,
2548731,Hà Nội,,,,69.05,3200.0,ES,,,,Sổ đỏ, 01/10/2023,,,
2548575,Hà Nội,Hoàng Mai,,Nam Dư,59.0,5500.0,ES,,1.0,,, 01/10/2023,,,
2548265,Hà Nội,Hoàng Mai,,Định Công Thượng,45.0,4800.0,,,1.0,,Sổ đỏ, 01/10/2023,,,
2548263,Hà Nội,Hoàng Mai,,Định Công Thượng,45.0,6300.0,,,1.0,,Sổ đỏ, 01/10/2023,,,
2548150,Hà Nội,Nam Từ Liêm,,Lê Đức Thọ,50.0,7500.0,,,1.0,,Sổ đỏ, 01/10/2023,,,
2250453,Hà Nội,,,,70.0,1840.0,WS,,1.0,,Sổ hồng, 01/10/2023,,,
2368521,Hà Nội,Hà Đông,,70A,77.0,1380.0,WN,,1.0,,Sổ đỏ, 01/10/2023,,,
2450899,Hà Nội,Hà Đông,,70A,77.0,1830.0,WS,,1.0,,Sổ đỏ, 01/10/2023,,,
2547135,Hà Nội,Hà Đông,,70,64.0,1750.0,WN,,,,Sổ đỏ, 01/10/2023,,,
2454444,Hà Nội,,,,64.0,1730.0,WS,,1.0,,Sổ đỏ, 01/10/2023,,,
2547137,Hà Nội,Hà Đông,,70,64.0,1750.0,WN,,1.0,,Sổ đỏ, 30/09/2023,,,
2547239,Hà Nội,Hoài Đức,,70A,66.49,3540.0,ES,,1.0,,Giấy tờ hợp lệ, 30/09/2023,,,
2177179,Hà Nội,,,,104.0,2550.0,WN,,1.0,,Sổ hồng, 30/09/2023,,,
2546888,Hà Nội,Nam Từ Liêm,,Trịnh Văn Bô,110.0,20000.0,,,,,Sổ đỏ, 30/09/2023,,,
1797495,Hà Nội,Tây Hồ,,,353.0,140000.0,,,,,Sổ đỏ, 30/09/2023,,,
1867128,Hà Nội,,,,116.0,24000.0,N,4.0,,4.0,Sổ đỏ, 30/09/2023,Xây Thô Mặt Ngoài ,58.0,11.5
2546851,Hà Nội,Thanh Xuân,,Bùi Xương Trạch,43.0,2650.0000000000005,,,,,, 30/09/2023,,,
2223786,Hà Nội,,,,64.0,2850.0,,,1.0,,Sổ đỏ, 30/09/2023,,,
2546663,Hà Nội,Đống Đa,,Võ Văn Dũng,35.0,7500.0,,4.0,,4.0,Sổ đỏ, 30/09/2023,,,
2419793,Hà Nội,Thanh Quan,,Bà Huyện Thanh Quan,185.0,9800.0,ES,,,,, 30/09/2023,,,
2546534,Hà Nội,Đống Đa,,Trường Chinh,38.0,7200.0,,5.0,,7.0,Sổ đỏ, 30/09/2023,,,
2546220,Hà Nội,,,,253.0,10000.0,WS,,,,Giấy tờ hợp lệ, 30/09/2023,,,
2543713,Hà Nội,Nam Từ Liêm,,Đại lộ Thăng Long,30.0,1400.0,,,1.0,,Sổ đỏ, 28/09/2023,,,
2545929,Hà Nội,Hoàng Mai,Lĩnh Nam,,36.0,3750.0,,,,,, 29/09/2023,,,
2545667,Hà Nội,Thanh Xuân,,Quan Nhân,39.5,6940.0,,,,,, 29/09/2023,,,
2545630,Hà Nội,Thanh Xuân,,Quan Nhân,29.5,2900.0,,,,,, 29/09/2023,,,
2529652,Hà Nội,Đông Anh,,Vân Nội,67.0,2000.0,,,,,Sổ đỏ, 29/09/2023,,,
2545591,Hà Nội,Thanh Xuân,,Khương Hạ,49.5,5200.0,,,,,, 29/09/2023,,,
2536199,Hà Nội,Đông Anh,,Bắc Hồng,44.0,1250.0,,,,,Sổ đỏ, 29/09/2023,,,
2525758,Hà Nội,Đông Anh,,Bắc Hồng,60.0,1250.0,,,,,Sổ đỏ, 29/09/2023,,,
2545545,Hà Nội,Hà Đông,,19/5,35.5,2550.0,,,,,, 29/09/2023,,,
2545501,Hà Nội,Thanh Xuân,Khương Trung,,40.5,1700.0,,,,,, 29/09/2023,,,
2545461,Hà Nội,Hai Bà Trưng,,,39.5,3400.0,,,,,Sổ đỏ, 29/09/2023,,,
2397405,Hà Nội,,,,65.0,2980.0,WS,,1.0,,Sổ đỏ, 29/09/2023,,,
2545262,Hà Nội,,,,107.0,3200.0,WN,,,,Sổ đỏ, 29/09/2023,,,
2545218,Hà Nội,Nam Từ Liêm,,Cương Kiên,132.0,10000.0,,,,,Sổ đỏ, 29/09/2023,,,
2545210,Hà Nội,Nam Từ Liêm,,Cương Kiên,132.0,10000.0,,,,,Sổ đỏ, 29/09/2023,,,
2545020,Hà Nội,Cầu Giấy,,Nguyễn Khang,67.0,13500.0,ES,,,,Sổ đỏ, 29/09/2023,,,
2545128,Hà Nội,,,Quang Trung,75.0,3560.0,EN,,,,Giấy tờ hợp lệ, 29/09/2023,,,
2544899,Hà Nội,,,,143.0,39800.0,WS,,1.0,,Sổ đỏ, 29/09/2023,,,
2544790,Hà Nội,Đống Đa,,Tây Sơn,56.0,6000.0,,6.0,,5.0,Sổ đỏ, 29/09/2023,,,
2544657,Hà Nội,,,,100.0,3850.0,EN,,,,Sổ đỏ, 29/09/2023,,,
2544539,Hà Nội,,,,55.0,1690.0,EN,,,,Sổ hồng, 29/09/2023,,,
2544442,Hà Nội,Đống Đa,,Vũ Ngọc Phan,56.0,6900.0,,4.0,,4.0,Sổ đỏ, 29/09/2023,,,
2544129,Hà Nội,Bắc Từ Liêm,,Phạm Văn Đồng,92.0,3000.0,EN,,,,Sổ đỏ, 29/09/2023,,,
