price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"1,8 tỷ VNĐ","Đường Vạn Kiếp, Phường Bạch Đằng.", 26m2, 4, 2, 3, 2,"Mô tả: + Nhà lô góc 2 mặt thoáng, Tầm tiền nhỏ. + Nhà xây 3 tầng, 2 phòng ngủ, đầy đủ công năng. + Vị trí trung tâm thủ đô, vài trăm mét ra hồ Hoàn Kiếm, Phố cổ, Vô vàn tiện ích không thiếu bất cứ mặt hàng, dịch vụ gì…. + Sổ đỏ chính chủ, giao dịch luôn. + Diện tích 26m2. + Giá chào 1.8 tỷ + Liên hệ : Nguyễn Dương  0825920555.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822432.4207516,,
4 tỷ VNĐ,Đường Vũ Tông Phan phường Khương Đình, 40m2,, 3, 5, 4,"CHÍNH CHỦ CẦN BẤN NHÀ PHỐ VŨ TÔNG PHAN THANH XUÂN, NHÀ MỚI Ở LUÔN,THIẾT KẾ ĐẸP, NGÕ THÔNG RỘNG CÁCH PHỐ VÀI BƯỚC CHÂN, GIAO THÔNG THUÂN TIỆN ,KHU DÂN TRÍ CAO, 2 PHÚT NGÃ TƯ SỞ, ROYALCITY +Tâng 1 bép + phòng ăn +Tầng 2  Phòng khách +Tầng 3+4  Mỗi tầng 2 ngủ +Tầng  5 Phòng thờ+ Sân phơi +++SỔ ĐỎ CHÍNH CHỦ +++LH; 0916621470",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822433.586633, 3,
"1,8 tỷ VNĐ","Đường Vạn Kiếp, Phường Bạch Đằng", 26m2, 4, 2, 3, 2,"Mô tả: + Nhà lô góc 2 mặt thoáng, Tầm tiền nhỏ. + Nhà xây 3 tầng, 2 phòng ngủ, đầy đủ công năng. + Vị trí trung tâm thủ đô, vài trăm mét ra hồ Hoàn Kiếm, Phố cổ, Vô vàn tiện ích không thiếu bất cứ mặt hàng, dịch vụ gì…. + Sổ đỏ chính chủ, giao dịch luôn. + Diện tích 26m2. + Giá chào 1.8 tỷ + Liên hệ : Nguyễn Dương  0825920555.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822434.5859606,,
4 tỷ VNĐ,Đường Khương Trung phường Khương Trung, 38m2, 3, 3, 5, 4,"CHÍNH CHỦ CẦN BẤN NHÀ PHỐ KHƯƠNG TRUNG ,Ô TÔ, KINH DOANH,NGÕ RỘNG, THÔNG GẦN CHỢ, TRƯỜNG HỌC , TRUNG TÂM THUONG MẠI ,VÀI BƯỚC CHÂN NGÃ TƯ SỞ ROYAL CITY, TRƯỜNG CÔNG ĐOÀN, THỦY LƠI, BÊNH VIÊN ĐẠI HOC Y Tầng  1 Bếp + Phòng ăn Tầng 2 Phòng khach+ ngủ Tầng 3+4  Mỗi tầng hai phòng ngủ Tầng 5 Phòng thờ+ sân phơi ++ SỔ ĐỔ CHÍNH CHỦ LH;  0916621470",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822435.6102202, 3,
"23,2 tỷ VNĐ",Đường Nguyễn Hoàng Tôn phường Xuân La, 90m2, 5, 50, 5, 4,==========================  + Giá bán thương lượng: Chỉ 23.2 tỷ. ,30/05/2022,Tin thường,batdongsan_so_com_vn_1673822436.7591507, 4,
"15,8 tỷ VNĐ",Đường Nguyễn Phong Sắc phường Dịch Vọng Hậu, 85m2, 4, 1, 1, 1,"
    Mô tả:
+ Nhà thuộc khu phân lô cán bộ giảng viên HỌC VIỆN BÁO CHÍ, dân trí cực cao toàn giảng viên và sếp quân đội ở.
+ Nhà cho thuê cán bộ giảng viên tầm 10 triệu/tháng, nhà cũ xác định mua đất xây 7 tầng.
+ Vị trí đẹp, gần phố, khu đắt đỏ nhất Cầu Giấy, thông ngõ 68 Xuân Thủy ô tô tránh.
+  sổ vuông đét, thông số vàng. Lô góc, ngõ bên hông mở cửa đi lại.
+ Nhà nằm trong khu dân trí cao, hạ tầng phát triển mạnh, đồng bộ tiện ích, mặt ngõ rộng 8m, vỉa hè. Giáp tường bao của Học viện báo chí, nên cực thoáng mát mẻ quanh năm, lại đỗ ô tô 24/24 mà không vướng ai.
",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822437.8741643, 1,
45 tỷ VNĐ,1 phố đào tấn, 170m2, 12, 24, 10, 10,"#bađình Bán nhà riêng; Quận ba đình, phố Đào Tấn 170m x 10 tầng, Mặt tiền12m. Giá 45 tỷ ( có thương lượng)  Phố ĐÀO TẤN. Kim mã, - 32 CĂN HỘ APARTMENT CHO TÂY THUÊ - CĂN 2 NGỦ 1000 USD/ THÁNG- 9 NỔI MỘT TẦNG HẦM!! -Nhà thiết kế 9 tầng nổi 1 tầng hầm . Mặt tiền rộng vị trí phố Đào Tấn xung quanh nhiều tiện ích , + văn phòng và đặc biệt là phố người Hàn và Nhật sinh sống rất nhiều !  -+ Chủ xây chắc chắn để kinh doanh , nếu chủ mới mua chủ cũ thuê lại 200 triệu/ tháng để kinh doanh, +hiện tại nhà mới đi vào hoạt động và kinh doanh ổn định .Thiết bị nội thất đẹp đẽ và sang trọng tiền xây dựng và trang thiết bị lên đến nhiều tỷ đồng  + ..tổng 30 căn hộ khép kín, một phòng tập gym và một phòng giặt là.  Thiết kế:  - Tầng hầm âm dưới để xe thoải mái  - T1 : lễ Tân. Phòng khách ..một phòng khép kín , cầu thang máy nhập khẩu và thang bộ   -T2 đến Tầng 8 tổng 30 phòng khép kín có 8 phòng hai ngủ cho thuê 1000 USD / tháng còn lại 22 phòng một ngủ . Nhật Hàn thuê rất đông.  - Tầng 9: khu phơi , giặt là..  * Có phòng tập gym cho cư dân thuê  * Phòng giặt khô là hơi cho khách . * Nhà thiết kế chuẩn căn hộ 3* Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch   Gọi ngay cho tôi, Mr Hà; 0968753443. ; 24/24 , tiếp khách quý ngay cả khi đi ngủ ,   + Mọi thông tin, chuẩn 100%. cam kết ảnh thật nhà thật, 100%, miễn TG Và MG , làm phiền, ",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822438.911388,, Tây bắc
"6,6 tỷ VNĐ",Đường Nguyễn Lân phường Phương Liệt, 50m2, 4, 3, 4, 4,"Diện tích rộng, mặt tiền lớn, thiết kế hiện đại, nội thất sang chảnh, phù hợp mọi đối tượng khách hàng khó tính nhất.Nhà đã sẵn nội thất xịn sò: điều hòa, nóng lạnh, bếp từ nhập khẩu,… chủ mới chỉ việc xách vali về ở ngay. Sổ đỏ vuông đẹp – chủ nhiệt bán – giá chốt linh động. ",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822440.0762715, 4,
9 tỷ VNĐ,"Bích Câu, Đống Đa", 35m2, 4,, 5, 3,"VỊ TRÍ TUYỆT ĐẸP, KINH DOANH SẦM UẤT, PHẢI NHANH MỚI KỊPS = 35m2, 5 tầng, mặt tiền 4.4m, giá 9 tỷ + Phố Bích Câu nằm song song Tôn Đức Thắng, là con phố kinh doanh sầm uất ngày đêm, có rất nhiều tòa nhà, chung cư lớn, dân cư tập trung đông đúc. + Giá cực hiếm, bán giúp chủ nên không thể có căn thứ hai giá tốt như vậy. + Nhà 5 tầng hiện đại kinh doanh được ngay hoặc có thể cho thuê dòng tiền ổn định. + Giao thông: Tôn Đức Thắng, Đoàn Thị Điểm, Cát Linh, Văn Miếu, Xã Đàn,... + Sổ đỏ chính chủ, nở hậu, chủ nhà thiện chí bán. * Liên hệ ngay em Bình, chỉ bán nhà đẹp giá tốt, xem nhà miễn phí. * Không tiếp môi giới.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822441.062633,,
"4,45 tỷ VNĐ",Văn Phú- Hà Đông, 43m2,,, 5,,"Bán nhà đẹp Phố Văn Phú, Hà Đông, ô tô đỗ cửa, dân xây, 5 tầng, nội thất xịn Chú tôi bán nhà phố Văn Phú, Hà Đông nhà đẹp dân tự xây tâm huyết , gần khu đô thị Văn Phú hưởng trọn nhiều lợi ích trường học tư nhân đến quốc tế, chợ, ngân hàng, bệnh viện, siêu thị,… Nhà đẹp 5 tầng rộng hiện đại đầy đủ công năng sử dụng, các phòng mang phong cách Châu Âu hiện đại, đầy đủ nội thất xịn xò, chỉ việc đến ở, nhà đẹp mê li xem là chốt. Giao thông trục chính ra Quang Trung, giao cắt với Lê Trọng Tấn, giáp Hoàng Đôn Hoà, thông sang Trần Đăng Ninh, xuôi xuống Văn La,… Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 4.45 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",30/05/2022,Tin thường,batdongsan_so_com_vn_1673822442.209565,,
