price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng
"3,3 tỷ VNĐ",Đường Văn La phường Phú La, 30m2, 5, 2, 4, 3, 3,"Nhà phố Văn La Hà Đông. Gần ô tô, ngõ nông và thoáng. 30mx4T. Giá 3,35 tỷ.  n trểc Phú La, cần Phú, xách làn đi bộ ra chăSổ đỏ đẹp, pháp lý sạch sẵn sàng giao dịch. ",10/08/2022,Tin thường,batdongsan_so_com_vn_1673809743.8509371,
"3,5 tỷ VNĐ",Đường Thanh Bình phường Mộ Lao, 41m2, 4, 1, 4, 3, 1,""",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'mô="""" tả:="""" span="""" p="""" pspan="""" initial'+="""" nhà="""" diện="""" tích="""" 41m,="""" thông="""" tứ="""" tung.="""" initial'=""""> + Gia đình mới chuyển vào Phú Quốc làm việc, hiện đang để không.  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" nhà="""" xây="""" hơn="""" 10="""" năm="""" còn="""" rất="""" chắc="""" chắn,="""" móng="""" 5="""" tầng.="""" span="""" p="""" pspan="""" initial'="""" +="""" thiết="""" kế:="""">- Tầng 1: Để xe, bếp, phòng ăn. "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'="""" -="""" tầng="""" 2:="""" phòng="""" khách.="""" span="""" p="""" pspan="""" 3:="""" gồm="""" 2="""" ngủ,="""" 1wc.=""""> - Tầng 4: Phòng thờ, phòng ngủ, sân phơi.  "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" sổ="""" đỏ="""" nở="""" hậu,="""" đang="""" nhờ="""" bank="""" giữ="""" hộ.="""" span="""" p="""" pspan="""" initial'="""" spanspan=""""> Gọi sđt 0912.587.566
",10/08/2022,Tin thường,batdongsan_so_com_vn_1673809745.4780474,
"6,35 tỷ VNĐ",Đường Bà Triệu phường Nguyễn Trãi, 41m2, 3, 5, 4, 4, 3,"Nhà thuộc khu phố cổ Hà Đông, tiện ích ngập tràn, đi bộ ra chợ Hà Đông, con em đi học cấp 1, 2, 3 Lê Lợi, Quang Trung, Nguyễn Trãi, Lê Quý Đôn… các trường xung quanh chỉ vài trăm mét đi bộ… + Tổng 4 phòng ngủ, sân thượng cực kỳ thư giãn. ",10/08/2022,Tin thường,batdongsan_so_com_vn_1673809747.1366441,
"4,3 tỷ VNĐ","Kim Giang, Thanh Trì, Hà Nội", 35m2, 4, 3, 6, 4,," * Cực hiếm, nhà đẹp Kim Giang quận Thanh Trì, xây mới cứng 6 tầng như hình, ở ngay, ô tô đỗ cửa, tuyệt đỉnh an sinh, tiện ích ngập tràn, giá chỉ nhỉnh xíu trên 4 tỷ LH nhanh.  + Ô tô đỗ cửa, 5m ra đường ô tô tránh, 50m ra đường chính Kim Giang, gần chợ gần trường C1,2, TTMX, tiện ích đủ đầy.  + Đối diện KĐT Linh Đàm, vài phút chạy xe ra đường Phan Trọng Tuệ, Chu Văn An, Nguyễn Xiển giao thông thuận lợi.  + Sổ đỏ phân lô, pháp lý chuẩn, sẵn sàng giao dịch.  * nhanh tay LH: 0906113879 Tình nhà phố ( chuyên mua, bán, nhận ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ). ",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809748.6290174,
"4,25 tỷ VNĐ",xã Đông Mỹ, 84m2,,,,,,"+ Bán nhà Đông Mỹ, Thanh Trì, Hà Nội+ Vị trí thuận tiện đi lại, oto di chuyển xung quanh. Đường Đông Mỹ 150m, Sân Vận Động Đông Mỹ 200m, UBND xã Đông Mỹ 250m, Trường tiểu học Đông Mỹ 300m, Chợ Đông Mỹ 350m…+ Gia chủ trẻ tuổi cần tiền cho công việc làm ăn nên rao bán.+ Sổ đỏ chính chủ, sẵn sàng giao dịch. Miễn TG. ",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809750.2950187,
"5,9 tỷ VNĐ",thái hà, 35m2,,,,,,"Mô tả: Chính chủ cần bán nhà tại Thái Hà, Đống Đa gần các khu vực Hồ Đắc Di,  Tây Sơn, Nguyễn Lương Bằng, Xã Đàn, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 35m2. + Nhà 6 tầng, chủ mới sửa sang đẹp long lanh. Khách về ở luôn. - Tầng 1: Khách, để xe. - Tầng 2: Khách bếp. - Tầng 3, 4, 5: Mỗi tầng 1 ngủ 1 vệ sinh. - Tầng 6: Phòng thờ sân phơi. + Lô góc nên nhà cực kì thoáng mát. + Vị trí trung tâm, đi lại thuận tiện. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Giá bán: 5.9 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809752.2238588,
"5,858 tỷ VNĐ",hồ đắc di, 40m2,,,,,,"Mô tả: Chính chủ cần bán nhà tại Hồ Đắc Di, Đống Đa gần các khu vực  Tây Sơn, Nguyễn Lương Bằng, Xã Đàn, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 40m2. + Lô góc nên nhà cực kì thoáng mát. + Vị trí trung tâm, đi lại thuận tiện. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Nhà 6 tầng, chủ mới sửa sang đẹp long lanh. Khách về ở luôn. + Giá bán: 5.85 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809754.6999838,
"10,5 tỷ VNĐ",Đường Hồ Ba Mẫu phường Phương Mai, 54m2, 3, 1, 5, 6, 4,"10M RA MẶT PHỐ - TRƯỚC NHÀ Ô TÔ TRÁNH - KINH DOANH VĂN PHÒNG - GẦN HỒ AN SINH ĐỈNH.
Mô tả:

+ Mặt ngõ trước nhà ô tô tránh,vào nhà ngon lành. Chỉ 10m ra mặt phố Phương Mai. Đối diện ngõ là hồ Phương Mai.
+ Khu vực trung tâm đầy đủ các tiện ích, văn phòng, ngay đầu ngõ là dãy các Văn phòng và Ngân hàng.
+ Trung tâm quận Đống Đa, gần trường Tiểu học Phương Mai, 200m ra bệnh viện Bạch Mai và các trường Cao đẳng...
+ Nhà xây 5 tầng chủ đang kinh doanh văn phòng vẫn tính tiền cho Cty là 35 triệu/tháng.
Thiết kế:
-Tầng 1: Để xe, tiếp tân, 1phòng làm việc,wc.
- Tầng 2,3,4: Mỗi tầng hai phòng,wc.
- Tầng 5: Bếp và phòng ăn, sân phơi.
+ Sổ đỏ nở hậu.
",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809760.5443795,
11 tỷ VNĐ,Đường Hoàng Đạo Thành phường Khương Đình, 75m2, 6, 5, 5, 6, 5,"SIÊU PHẨM THANH XUÂN - 4 TẦNG - VIEW SÂN BÓNG - Ô TÔ VÀO NHÀ - HIẾM NHÀ BÁN - VALI Ở NGAY - 

Mô tả: 
- Khu vực cực hiếm có nhà bán, nhà mặt ngõ ô tô tránh, đỗ ngày đêm.
- Ô tô tải tránh. Diện tích thực tế 72m2, rộng ở phê, mặt tiền 6m, 4 tầng, ở ngay.
- Nhà mới xây được vài năm, chủ xây tâm huyết, rất chắc chắn, ở sướng, tiện ích bạt ngàn. 

 Vị trí:
- Nhà ngay sân bóng của khu nên rất thoáng.
- Vài bước chân là ra phố Hoàng Đạo Thành, Vành đai 3, Kim Giang...
- Trường cấp 1,2,3, chợ cách 3 bước chân.
- Khu dân trí cao, ngõ thông thoáng kinh doanh.

 Thiết kế: 
+ Tầng 1: Gara siêu to + 1 ngủ + wc.
+ Tầng 2,3: Mỗi tầng 2 ngủ + wc.
+ Tầng 4: 1 phòng ngủ + phòng thờ + Sân Phơi.
- Chủ trẻ tuổi nhiều lộc, bán nhanh mua nhà to hơn.

Pháp Lý: 
- Sổ đỏ chính chủ, đẹp lung linh ",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809762.001437,
"5,8 tỷ VNĐ",tây sơn, 36m2,,,,,,"Mô Tả Chính chủ cần bán nhà tại Tây Sơn, Đống Đa gần các khu vực Nguyễn Lương Bằng, Hồ Đắc Di, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 36m2. + Ví trí cực đẹp, lô góc 2 mặt thoáng, đường ô tô. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Nhà 6 tầng, chủ mới sửa sang đẹp long lanh. Khách về ở luôn. - Tầng 1: Khách, để xe. - Tầng 2: Khách bếp. - Tầng 3, 4, 5: Mỗi tầng 1 ngủ 1 vệ sinh. - Tầng 6: Phòng thờ sân phơi. + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 5.8 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",09/08/2022,Tin thường,batdongsan_so_com_vn_1673809764.4078434,
