price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
210 tỷ VNĐ,quannamtuniem, 390m2,"
    Tôi cần bán Tòa Khách Sạn 9 tầng mặt Phố Đỗ Đức Dục nhìn sang Khách Sạn Mariott...DT390m2, Hai mặt đường, Mặt tiền 10m, Xây mới 8 tầng nổi và 1 tầng hầm, Thiết kế theo kiến trúc Khách Sạn rất hiện đại, Gồm 64 phòng theo tiêu chuẩn 3 sao, Tiện ích có nhà hàng buffet, phòng hội thảo, bể bơi và khu tập GYM sang trọng, Hai thang máy nhập khẩu Mitshubishi, Nội thất cửa gỗ Lim, Khóa cửa thẻ từ của USA, Thiết bị vệ sinh nhập khẩu chính hãng TOTO, Bồn massage và vách tắm đứng của Nhật, Hệ thống điều hoà trung tâm hãng Daikin,Hệ thống nước nóng tổng, Hệ thống phòng cháy do thành phố thi công và cấp phép, Sổ đỏ chính chủ. GIÁ BÁN = 210 tỷ (có thỏa thuận). LH: Phương Thanh ; 0945.664.489.....0389.312.574
 
",04/12/2020,Tin thường,batdongsan_so_com_vn_1673814650.4706678,,,,,
62 tỷ VNĐ,quancaugiay, 147m2,"
    Tôi cần bán Tòa Nhà Văn Phòng 9 tầng mặt phố Phạm Tuấn Tài...Dt147m2(từ tầng 2 trở lên dt172m2), Mặt tiền 10m, Tòa nhà lô góc hai mặt đường nhựa to, Nhà xây mới 8 tầng nổi 1 tum và 1 tầng hầm, Nhà hai mặt đường, Vỉa hè rộng, Thiết kế hiện đại, Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN, Tầng 8 là 1 phòng ăn kết hợp phòng khách sang trọng, toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi 1000kg, Thiết bị vệ sinh American Standard, Hệ thống phòng cháy hiện đại, Sổ đỏ chính chủ. GIÁ BÁN =62 tỷ (có thương lượng). LH: Phương Thanh ; 0945.664.489.....0389.312.574
 
",05/12/2020,Tin thường,batdongsan_so_com_vn_1673814651.9716516,,,,,
42 tỷ VNĐ,quanthanhxuan, 85m2,"
    Bán gấp Tòa Nhà Văn Phòng 9 tầng mặt phố Lê Trọng Tấn...Dt85m2, Mặt tiền 5,3m, Đường nhựa rộng 50m, Vỉa hè rộng 6m, Nhà xây mới 8 tầng nổi 1 tum và 1 tầng hầm, Thiết kế hiện đại, Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN, Tầng 8 là 1 phòng ăn kết hợp phòng khách sang trọng, toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi 600kg, Thiết bị vệ sinh American Standard, Thiết bị điện toàn bộ tòa nhà chính hãng Panasonic, Hệ thống phòng cháy hiện đại, Sổ đỏ chính chủ. GIÁ BÁN = 42tỷ (bao phí sang tên). LH: Phương Thanh ; 0945.664.489.....0389.312.574
 
",05/12/2020,Tin thường,batdongsan_so_com_vn_1673814653.2252975,,,,,
"1,65 tỷ VNĐ","Đông Dư , Gia Lâm ,Hà Nội", 37m2,"Chỉ 1ty65 có ngay mảnh đất Đông Dư cạnh nhà văn hóa . Lh : 0981752669 .+ 37m , mặt tiền 4m+ Vị trí cực kì đẹp , gần nhà văn hóa , gần đê Đông Dư + Chỉ 1ty65 sở hữu ngay mảnh đất vị trí cực kì đẹp , dân trí cao , hàng xóm thân thiện+ Cách quốc lộ 379 chỉ 200m , gần trường học , chợ , ủy ban , nhà văn hóa+ Sổ đỏ chính chủ , giao dịch được ngay Liên hệ : 0981752669 em Vĩ - xem đất miễn phí , giá cả hợp lí",14/07/2022,Tin thường,batdongsan_so_com_vn_1673814654.6524796, 4, 3,,,
"19,99 tỷ VNĐ",Đường Quang Trung phường La Khê, 100m2,"Rẻ nhất, đẹp nhất mặt phố Quang Trung Hà Đông: - Vị trí trung tâm, gần chợ, bưu điện Hà Đông, giáp ngã tư, vị trí đẹp khôn vướng hay lỗi phong thủy. - Trước nhà vỉa hè rộng, kinh doanh tấp nập. - Diện tích 100m2, mặt tiền 5m, nhà 4 tầng, chủ đang cho thuê tầng 1 kinh doanh 20 triệu tháng. - Sổ chính chủ sẵn giao dịch. - Giá bán 19,99 tỷ có thương lượng. Liên hệ ngay Mr Hưng 0962602255 để xem nhà thực tế và nhận thêm thông tin chi tiết.",14/07/2022,Tin thường,batdongsan_so_com_vn_1673814656.0248091, 5, 50, 4, 4, 4
"11,45 tỷ VNĐ",Khu đô thị Văn Khê, 88m2,"CHỈ CÓ 1 CĂN, LIỀN KỀ DƯƠNG NỘI – TỐ HỮU – VĂN KHÊ, 88M2 – 11.45 TỶ Chính chủ nghỉ hưu về quê nhờ bán căn nhà liền kề khu vực Dương Nội – Văn Khê sát đường Tố Hữu Nhà xây 4 tầng cơ bản, mặt tiền 5m rộng rãi. Đường ô tô tránh, vỉa hè rộng, thoáng đãng. Có thể vừa ở vừa làm văn phòng kinh doanh cực hợp lý. Tiện ích khu đô thị đầy đủ Sổ đỏ vuông, chính chủ. Chủ thiện chí bán nhanh Liên hệ: K.S Phương – 0918120568 để được hỗ trợ xem nhà và gặp chủ nhà thương lượng trực tiếp.",14/07/2022,Tin thường,batdongsan_so_com_vn_1673814657.7407255, 5,, 4, 4, 4
"7,6 tỷ VNĐ","Khương Đình, Thanh Xuân, Hà Nội.", 41m2," * Bán nhà mặt ngõ ô tô lùi cửa Khương Đình quận Thanh Xuân, nhà đang hoàn thiện, vài ngày nữa mới đẹp lung linh, có thang máy, Full đồ nội thất cao cấp, về ở ngay, an sinh đỉnh. DT 41m, 6T, mt 4.5m, giá 7.6 tỷ.  + Vị trí: thoáng đẹp, đông đúc, gần đường lớn, gần ngay ngã Tư Sở, Royal City... Trung tâm phố đầy đủ tiện ích, giao thông thuận tiện.  + Sổ đỏ đẹp chính chủ, sẵn sàng giao dịch.  # nhanh tay LH: 0906113879 Tình nhà phố ( chuyên bán, nhận ký gửi nhà đất Thổ cư, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",14/07/2022,Tin thường,batdongsan_so_com_vn_1673814659.0542116, 4, 3, 6, 5,
"1,15 tỷ VNĐ",Đoãn Kế Thiện, 45m2,"NHỈNH 1 TỶ HỘ KHẨU CẦU GIẤY - CHUNG CƯ MINI - ĐẸP NHƯ TRANH VẼ - TẶNG TOÀN BỘ NỘI THẤT.+ Nhà chung cư có 7 tầng. có 06 tầng dân ở. 1 tầng để xe.- Diện tích: 45m2 gồm 2 phòng ngủ + 1wc+ 1 bếp+1 khách.+ Vị trí thuận tiện trường, chợ: trường cấp 2, 3 Herman ngay đối diện ngõ; trường mầm non Mai Dịch chuẩn quốc gia cách 5 phút xe máy, chợ cách 5 phút xe máy, xung quanh là các trường ĐH lớn (Quốc Gia, Thương Mại, Sư Phạm, Học Viện Báo Chí...)+ Căn hộ phù hợp với: Cặp vợ chồng trẻ, sinh viên đi học, cá nhân tổ chức muốn đầu tư cho thuê…+ Pháp lý hợp đồng mua bán đang chờ ra sổ.+ Giá chỉ nhỉnh 1 tỷ (Có thương lượng). + Liên hệ ngay: 0354526316 Em Thế Anh (Hỗ trợ xem nhà, tư vấn pháp lý, kiểm tra Quy hoạch, vay vốn ngân hàng, sang tên sổ đỏ…)",14/07/2022,Tin thường,batdongsan_so_com_vn_1673814660.4584563,,, 2, 2, 1
"4,5 tỷ VNĐ",Đường Trần Thái Tông phường Dịch Vọng, 38m2,"
    
Bán nhà 38m2 đẹp 5tầng lô góc MT 4.5m 5.3tỷ ngõ ôtô phố Trần Thái Tông Cầu Giấy

LÔ GÓC 2 THOÁNG - ÔTÔ QUA NHÀ - MẶT NGÕ THÔNG KINH DOANH CỰC ĐỈNH - NHÀ ĐẸP Ở NGAY

+ Ngõ đẹp nhất Trần Thái Tông Ôtô tránh nhau. Mặt ngõ thông tứ tung, kinh doanh tạp hoá, spa, giặt là,… Ngõ rộng thoáng, ôtô qua nhà. Thông sang Đình Thôn, KĐT Five Star Mỹ Đình, The Garden Mễ Trì
+ Căn Góc cực thoáng, phòng nào cũng có cửa sổ. Thiết kế: 
+ Tầng 1: Kinh Doanh, WC
+ Tầng 2,3,4: Mỗi tầng 01 phòng rộng, 1 WC.
+ Tầng 5: Phòng thờ, sân phơi
- Sổ đỏ chính chủ , vuông vắn , nở hậu. Sẵn giao dịch
Chú ý: 
1. LH: A. Hoàng Anh 0335121885 (xem nhà miễn phí)
2. Link kho nhà đẹp: https://www.facebook.com/356939308270722
3. Hỗ trợ tài chính cho vay mua nhà đến 70% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. ACE Môi giới kết hợp làm việc tại: https://www.facebook.com/108917115160629",13/07/2022,Tin thường,batdongsan_so_com_vn_1673814661.7500005, 4, 8, 5, 3, 4
69 tỷ VNĐ,"phố Hàng Hành, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội", 43m2,"Chính chủ bán nhà mặt phố Hàng Hành, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội*** Tòa nhà xây cho người nước ngoài thuê ven hồ Hoàn Kiếm, Cạnh phố Lý Thái Tổ, nhà hàng Thủy TạDiện tích đất: 43m2 x 10 tầng- Diện tích xây dựng: 433m2- Vị trí đắc địa nhất Quận Hoàn Kiếm, kinh doanh vô cùng thuận lợi- Khu dân trí cao, an ninh rất tốt, văn minh thân thiện- Giao thông đắc địa, cách hồ Hoàn Kiếm: 15mGiá bán: 69 tỷ - Có thương lượng cho khách thiện trí muaLiên hệ chủ nhà: Anh Hòa: 0903419435 - Miễn trung gian  Nguồn:  http://nhadathanoi.net.vn/",13/07/2022,Tin thường,batdongsan_so_com_vn_1673814663.7612915, 4,, 10,,
