price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"6,1 tỷ VNĐ","275 Nguyễn Trãi, Thanh Xuân", 147m2,,"Bán chung cư Golden Land, số 275 Nguyễn Trãi, Thanh Xuân - Diện tích 147m2, đủ công năng, full nội thất - Lô góc view cực đỉnh - Thông tin chuẩn 100%.Trung tâm Hà Nội, Giao thông thuận tiện, phù hợp hộ gia đình có các con đang độ tuổi học Đại Học (ĐH Quốc Gia, ĐH Hà Nội, ĐH Công nghệ GTVT, Học viện Bưu chính...) và làm việc tại trung tâm Hà Nội. Trung tâm thương mại: Royal City, Pico Tây Sơn, Pico Nguyễn Trãi chợ Ngã Tư Sở, chợ Thượng Đình, chợ Nhân Chính. Rạp chiếu phim: CGV Royal City, CGV Lotte, Fafilm.Thiết kế 4 PN, 2 WC, Phòng khách và bếp rộng. Full nội thất để lại cho khách. LH em ngay thêm thông tin chi tiết - luôn chờ cuộc gọi từ anh chị.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792189.6221938,,, 4, 2
4 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 38m2, 4,"+ Chợ, Công viên,  trường mần non, C1, C2, Hồ điều hòa, tất cả chỉ cách 100 m.   Pháp lý chuẩn, Thửa đất vuông vức.Sẵn sàng giao dịch. ",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792190.7451913, 6, 5, 3, 4
"4,5 tỷ VNĐ",Pháo Đài Láng, 38m2, 3,"Bán lô đất Pháo Đài Láng, Đống Đa - 38m2, lô đất 2 mặt tiền - Vài bước ra phố  - Liên hệ 0972365640 - Cam kết thông tin chính xác 100%.Khu vực trung tâm Đống Đa, cách phố chỉ 50m, vài phút ra Nguyễn Chí Thanh, Láng, Cầu Giấy. Khu vực đông dân cư, sinh viên các trường ĐH Luật, Thương Mại, Sư Phạm,... Trước nhà đường ba gác, lô góc 2 mặt tiền cực thoáng.Hiện trạng đất đã được san phẳng, sổ đỏ cất két sang tên ngay - LH 0972365640 - Nghe máy 24/24.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792191.9888642,, 1,,
"5,7 tỷ VNĐ",Ngõ 102 Pháo Đài Láng - 850 Đường Láng, 51m2, 4,"Bán nhà riêng đường Láng, Đống Đa - Diện tích 51m2, 4 tầng, mặt tiền 4m, giá chào 5.7 tỷ - Cam kết thông tin chính xác - Liên hệ 0972365640 làm việc trực tiếp.Vị trí trung tâm, giao thông đi lại thuận tiện. Xung quanh đầy đủ tiện ích, an sinh cực tốt. Khu vực đông đúc dân cư và sinh viên các trường ĐH lớn. Trước nhà rộng 3.5m, cực thoáng và sáng.Thiết kế 4 tầng mỗi tầng chia 2 phòng + WC. Sổ đỏ cất két sang tên ngay.Liên hệ 0972365640 luôn luôn chờ cuộc gọi của anh chị.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792193.4260187,, 4, 4, 4
"14,5 tỷ VNĐ",Đường Cầu Giấy phường Dịch Vọng, 50m2, 4,,27/10/2022,Tin thường,batdongsan_so_com_vn_1673792194.615967, 1, 8, 9, 10
80 tỷ VNĐ,Đường Nguyễn Trãi phường Thanh Xuân Nam, 241m2, 11,"
    1. BT 09 diện tích 241.1m²x 3.5 tầng xây thô.4. BT 04 diện tích 241m2x3,5 tầng đã hoàn thiện, lô góc thoáng mát.7. BT 12 diện tích 254m2x3,5 tầng xây thô view Hồ Tây.
",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792195.706051, 20, 4, 6, 6
"7,6 tỷ VNĐ","Ngõ 20 Hào Nam, Đống Đa", 46m2, 4,"Bán nhà riêng phố Hào Nam, Đống Đa - Diện tích 46m2, 5 tầng, mặt tiền 4.2m giá chào 7.6 tỷ - Thông tin hình ảnh chính xác 100%.Khu vực trung tâm Hào Nam, cạnh phân lô cán bộ quân đội và cán bộ nhạc viện Hào Namm, ngay sát ga Cát Linh,. Dân trí cao, an sinh miễn bàn. Cách mặt phố chỉ vài bước chân, trước nhà có sân để xe cực thoáng. Nhà mới ở được vài năm bán mua nhà to hơnThiết kế 5 tầng mỗi tầng gồm 1 ngủ + WC. Sổ đỏ vuông vắn, sang tên ngay.Liên hệ ngay 0972365640 - Nghe máy mọi lúc.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792201.2923977,, 5, 4, 5
90 triệu VNĐ/m2,"💥Chính chủ bán gấp nhà mặt phố Kim Mã, Ba Đình; 90tr/m2; 0889213368", 41.6m2,,"💥Chính chủ bán gấp nhà mặt phố Kim Mã, Ba Đình; 90tr/m2; 0889213368 Không có nhu cầu sử dụng cần bán lại nhà mặt phố tại:Địa chỉ:16/95 Phố Kim Mã ,Quận Ba Đình,Tp Hà Nội.Diện Tích: 41,6m2 x 5T nở Hậu,+ Nhà thiết kế gồm: - Tầng 1: -1 phòng ngủ và wc,  - Tầng  2,3,4 mỗi tầng 2 phòng ngủ 1 wc,  - Tầng 5 phòng thờ, phơi đồ.+ Vị trí trung tâm, tiện ích xung quanh đầy đủ, Bệnh Viện, trường học bán kính 1km.+ Thuận lợi về mọi mặt, ra Lăng Bác chưa đến 5hút ,Ga tàu điện Cát Linh 3 phút, tới LOTTE, VINCOM metro chưa tới 5 phút.Pháp lý rõ ràng, không tranh chấp. Giá bán cực tốt: 90Tr/m2 Liên hệ: 0889213368 xem nhà.       http://www.sanbatdongsanviet.com.vn",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792202.2199168,,,,
"7,7 tỷ VNĐ","Ngõ 20 Hào Nam, Đống Đa", 46m2, 4,"Bán nhà riêng phố Hào Nam, Đống Đa -46m2, 5 tầng, mặt tiền 4.3m giá chào 7.7 tỷ - Sổ đỏ chính chủ - Cam kết thông tin chuẩn.Khu vực trung tâm quận Đống Đa, ngay cạnh ga tàu Cát Linh. Khu vực dân trí cao, 70m ra phố, kết nối nhiều tuyến đường (Hoàng Cầu, Đê La Thành, Ô Chợ Dừa, Vũ Thạnh, Cát Linh, Giảng Võ... ). Xung quanh 500m là chợ dân sinh, bãi gửi xe, TTTM, tòa văn phòng dịch vụ,... và các trường tiểu học đến THPT các cấp.Nhà thiết kế 4 tầng hiện đại chắc chắn đầy đủ công năng, thiết kế mỗi tầng 1 ngủ + WC. Liên hệ 0972365640 làm việc trực tiếp chủ nhà - Nghe máy 24/24.",27/10/2022,Tin thường,batdongsan_so_com_vn_1673792203.383818,, 5, 4, 5
"4,8 tỷ VNĐ",Đường Phạm Văn Đồng phường Mai Dịch, 45m2, 4,,27/10/2022,Tin thường,batdongsan_so_com_vn_1673792204.5616684, 4, 5, 4, 4
