address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Số tầng,Mặt tiền,Đường vào
"['Hà Nội', 'Thanh Xuân', 'Phường Kim Giang', 'Đường Kim Giang', 'số 2', 'Five Star Kim Giang']","
Tôi có căn hộ đang cho thuê ở Five Star số 2 Kim Giang cần bán gấp.Nhà cửa Bắc, ban công Nam.Đồ nội thất cơ bản.Sổ hồng lâu dài chính chủ, sẵn giao dịch.Xem nhà 24/24.Lh: 0964 295 *** em Ninh.            ",77 m²,2.95 tỷ,Bắc,Nam,2 phòng,2 phòng,Sổ đỏ chính chủ.,Đồ nội thất cơ bản.,23/11/2022,30/11/2022,Tin thường,31273970,batdongsan_com_vn_31273970,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Hạ Đình', 'số 2 Đường Kim Giang', 'Dự án Five Star Kim Giang']","
Vợ chồng tôi muốn bán căn hộ 02 tại tòa G2 Five Star số 2 Kim Giang, Hà Nội.Thông tin về căn hộ như sau:Diện tích: 84m² thông thủy.Thiết kế căn hộ gồm: 2 phòng ngủ, 2 nhà vệ sinh, ban công và phòng khách, là căn góc.Hướng: Cửa Nam ban công Bắc nhà mát và thoáng.Nội thất đầy đủ.Giá bán mong muốn là: 3.1 tỷ.Liên hệ cho tôi: 0964 295 *** để xem nhà.            ",84 m²,3.1 tỷ,Nam,Bắc,2 phòng,2 phòng,,Đầy đủ.,23/11/2022,30/11/2022,Tin thường,27463214,batdongsan_com_vn_27463214,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Thanh Trì', 'Đường Nam Dư']","
+ Nhà phố Nam Dư, quận Hoàng Mai, vị trí đẹp cách một nhà ra phố, cách ô tránh 5m, tiện ích xung quanh không thiếu thứ gì, nhà cực thoáng.+ Nhà vị trí đẹp giao thông thuận tiện, đi nối sang Thanh Đàm, Thanh Lân, Nguyễn Khoái.- Tầng 1: Phòng khách, bếp, vệ sinh.- Tầng 2: 2 phòng ngủ + WC.- Tầng 3: 2 phòng ngủ + WC.- Tầng 4: Phòng thờ, sân phơi.+ Sổ đỏ vuông đét, chuẩn, sang tên ngay.+ Liên hệ Mr Nhượng, 0979 210 ***, tư vấn xem nhà, miễn phí.            ",35 m²,3.1 tỷ,,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,27/11/2022,04/12/2022,Tin thường,35885678,batdongsan_com_vn_35885678,4 tầng,,
"['Hà Nội', 'Hoàng Mai', 'Phường Định Công', 'Dự án KĐT Định Công']","
Bán nhà KĐT Định Công 5 tầng, DT 94m².Giá chỉ có 168tr / 1m² rẻ nhất khu vực,+ Hiện tại KĐT Định Công đang giao bán từ 180tr đến 200tr/1m² do gia đình cần tiền.Phân lô - ô tô tránh - vỉa hè - view biệt thự.KĐT Định Công là khu vực với hệ thống nhà liền kề, biệt thự, cây xanh và các tiện ích đầy đủ. Đường phân lô ô tô tránh nhau, vỉa hè rộng, ở sướng.Nhà bê tông cốt thép xây đã lâu, sơn sửa lại là long lanh. Thiết kế có sân trước, sau; tầng chia 2 phòng, đều có ban công nên vô cùng thoáng:+ Tầng 1: Sân để ô tô, xe máy, phòng Khách, bếp, sân sau.+ Tầng 2,3,4: Mỗi tầng 2 phòng, 1wc.+ Tầng 5: Sân phơi, trồng cây.Sổ đỏ chính chủ, cất két, sãn sàng giao dịch.            ",94 m²,15.8 tỷ,,,6 phòng,6 phòng,Đã có sổ đỏ,,22/11/2022,29/11/2022,Tin thường,35914349,batdongsan_com_vn_35914349,5 tầng,5 m,
"['Hà Nội', 'Cầu Giấy', 'Phường Quan Hoa', 'Đường Nguyễn Khánh Toàn']","
+ TT Cầu Giấy - gara 2 ô tô - mặt ngõ - ngõ thông - kinh doanh - 2 thoáng - dân xây kiên cố - gần phố - chủ thiện chí - sổ đẹp.Mô tả:+ Nhà nằm trong mặt ngõ Nguyễn Khánh Toàn ô tô vào thoải mái, thông sang ngõ 225 Quan Hoa, xung quang công năng tiện ích ngập tràn không thiếu thứ gì.+ Khu vực giàu tiềm năng nơi hội tụ nhiều yếu tố về kinh tế - văn hóa - ẩm thực nơi đáng sống chọn mặt gửi vàng.+ Nhà gần các trường ĐH, CĐ, cấp 1,2,3... Gần CV Nghĩa Đô - Thủ Lệ gần các phố lớn giao thông đi lại cực kì thuận tiện.+ Nhà 5 tầng cũ thêm thùng sơn đẹp long lanh mua về vừa ở vừa kinh doanh tuyệt đỉnh, Nhà cách phố vài bước chân, ô tô vào nhà 2 chiếc.+ Nhà khung cộc cực kỳ chắc chắn, khách về chỉ cần thùng sơn là mới tinh, lắp thang máy thoải mái.+ Gần Khách sạn Deawoo, Công viên Nghĩa Đô, Bệnh viện GTVT, Trường ĐHGTVT, 20 phút ra Sân bay.+ Sổ 77m nhưng thực tế từ tầng 1 là 95m. Cả khu đều thế.+ Thiết kế:- T1: Gara ô tô + Phòng bếp + Sân sau + Wc.- T2: Phòng khách + Phòng ngủ + Wc.- T3: 2 Phòng ngủ khép kín.- T4: 2 Phòng ngủ khép kín.- T5: 2 Sân phơi + Phòng thờ.+ Sổ đỏ đẹp, sẵn sàng giao dịch.+ Liên hệ: em Chiến chuyên bán nhà thổ cư để được tư vấn miễn phí 100%.+ SĐT: 0989 526 *** thời gian 24/7.            ",77 m²,13.5 tỷ,Nam,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,22/11/2022,29/11/2022,Tin thường,35917240,batdongsan_com_vn_35917240,5 tầng,4.2 m,3 m
"['Hà Nội', 'Hai Bà Trưng', 'Phường Minh Khai', 'Đường Minh Khai']","
Chính chủ cần bán gấp nhà lô góc, tại phố Minh Khai, quận Hai Bà Trưng, diện tích 86m², mặt tiền 6m, nhà cách mặt phố chỉ 60m, đường trước nhà ô tô tránh, ô tô vào nhà, kinh doanh, văn phòng Vị trí nằm nằm gần ngã tư chợ Mơ, tiện ích không thiếu thứ gì, gần mặt phố, đường thông khắp các phố chính: Bạch Mai, Phố Vọng, gần các trường đại học Bách Khoa, Kinh Tế, Xây Dựng...Sổ đỏ chính chủ sẵn sàng giao dịch. Giá chỉ 10.8 tỷ,Liên hệ tôi Lượng, để xem nhà. 0986 048 *** ",86 m²,10.8 tỷ,,,,,Sổ đỏ/ Sổ hồng,,22/11/2022,29/11/2022,Tin thường,35919631,batdongsan_com_vn_35919631,,6 m,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Linh Đàm']","
+ Chính chủ cần bán gấp nhà 75m², 5 tầng tại phố Linh Đàm, quận Hoàng Mai Hà Nội. Nhà 2 mặt ngõ trước sau, vỉa hè ô tô tránh đỗ ngày đêm, phù hợp kinh doanh sầm uất, dân trí cực cao, văn phòng đẳng cấp, giao thông tiện lợi...+ Gần hồ Linh Đàm vô cùng trong lành, hưởng trọn tiện ích khu đô thị Linh Đàm cực kỳ sầm uất.Tòa nhà 5 tầng, trên khuôn đất vuông đẹp nhiều lộc.+ Sổ đỏ phân lô vuông vức, 2 mặt tiền.Giá 13,5 tỷ (có thương lượng).Liên hệ: Tôi Lượng 0986 048 *** để xem nhà.            ",75 m²,13.5 tỷ,,,,,Sổ đỏ/ Sổ hồng.,,24/11/2022,01/12/2022,Tin thường,35936896,batdongsan_com_vn_35936896,5 tầng,,
"['Hà Nội', 'Long Biên', 'Phường Ngọc Lâm', 'Đường Nguyễn Văn Cừ']","
Bán nhà Nguyễn Văn Cừ - gara 2 xe 7c - 5 tầng thang máy - nhà đẹp xịn 70m².- Từ Nguyễn Văn Cừ đi vào rất tiện thuộc phường Ngọc Lâm - qua cầu chương dương là vào phố cổ.- Cam kết ảnh thật 100%.- Sổ đỏ vuông vắn sẵn sàng giao dịch.            ",70 m²,13 tỷ,Đông,Đông,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,22/11/2022,02/12/2022,Tin thường,33639324,batdongsan_com_vn_33639324,5 tầng,4.5 m,4 m
"['Hà Nội', 'Long Biên', 'Phường Ngọc Thụy']","
- Căn hộ nằm ở tầng giữa của toà nhà hưởng trọn không gian ngắm cầu Đông Trù và sông Đuống, tầng vip nhất của toà nhà với nhiều cán bộ cao cấp của Học viện đang sinh sống.- Khu vực đang phát triển từng ngày hưởng trọn tiện ích của khu đô thị Khai Sơn đang mở bán 4 căn chung cư cao cấp.- Chủ nhà vừa Sơn sửa lại như mới giá chỉ 1.705 tỷ với 2 phòng ngủ và 2 WC  khách mua chỉ xách valli về ở.- Sổ đỏ vĩnh viễn đang chờ giao dịch.- LH : Mr Truyền 0934 557 *** để đc xem nhà trực tiếp.            ",72 m²,1.705 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,27/11/2022,07/12/2022,Tin thường,35957752,batdongsan_com_vn_35957752,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Mai Động', 'Đường Hoàng Mai', 'Ngõ 299']","
Ô tô tránh - 7 chỗ vào nhà - hai thoáng - thông số vàng - phân lô bàn cờ - dân trí cao - an sinh đỉnh - phù hợp kinh doanh văn phòng.+ Ngõ 299 đẹp nhất Hoàng Mai, phân lô bàn cờ.+ Đường vào nhà 2 oto tránh nhau thoải mái, xe 7 chỗ vào.+ Khu vực dân trí cao yên tĩnh, ở an sinh tuyệt vời, kinh doanh văn phòng.+ Tầng 1: Gara + Phòng khách bếp.+ Tầng 2,3: Mỗi tầng 2 ngủ + Vệ sinh.+ Tầng 4: Phòng thờ xây phơi.+ Sổ đẹp sẵn sàng giao dịch.            ",50 m²,9.7 tỷ,,,,2 phòng,,,27/11/2022,04/12/2022,Tin thường,35334245,batdongsan_com_vn_35334245,4 tầng,,
