id,city,district,ward,street,area,price,house_direction,bedroom,toilet,floors,legits,upload_date,furniture,facade,entrance
batdongsan_so_com_vn_1673825830.4258902,Hà Nội,,,,27.0,2990.0,,3.0,4.0,5.0,Sổ đỏ,07/05/2022,None,3.0,
batdongsan_so_com_vn_1673825831.336455,Hà Nội,,Nghĩa tân,,80.0,12900.0,,,,,Sổ đỏ,07/05/2022,None,,
batdongsan_so_com_vn_1673825832.7406993,Hà Nội,,,,45.0,4280.0,,,,,None,07/05/2022,Available,,
batdongsan_so_com_vn_1673825833.789893,Hà Nội,,,,77.0,12300.0,,,,,None,07/05/2022,None,,
batdongsan_so_com_vn_1673825837.4286697,Hà Nội,quận hoàn kiếm,phường hàng gai,mặt phố hàng mành,11.2,11200.0,,,,5.0,Sổ đỏ,07/05/2022,None,4.0,
batdongsan_so_com_vn_1673825840.9501398,Hà Nội,,,,45.0,2600.0,,,,,Sổ đỏ,07/05/2022,None,,
batdongsan_so_com_vn_1673825842.1150246,Hà Nội,thanh xuân,khương trung ,,30.0,4250.0,,3.0,3.0,5.0,Sổ đỏ,06/05/2022,None,,
batdongsan_so_com_vn_1673825843.0066385,Hà Nội,đống đa,cát linh,giảng võ,89.0,24500.0,,,,,Sổ đỏ,06/05/2022,None,,
batdongsan_so_com_vn_1673825844.2503479,Hà Nội,cầu giấy,trung hòa,hoàng ngân,87.0,21000.0,,,,,Sổ đỏ,06/05/2022,None,,
batdongsan_so_com_vn_1673825845.201767,Hà Nội,thanh xuân,nhân chính,quan nhân,40.0,5800.0,,,,,Đã có sổ,06/05/2022,None,,
batdongsan_so_com_vn_1673825846.3407962,Hà Nội,,La khê,Văn khê,80.0,10000.0,,5.0,4.0,5.0,None,06/05/2022,Available,5.0,1.0
batdongsan_so_com_vn_1673825847.4049487,Hà Nội,quận đống đa,mặt phố khâm thiên,,45.0,9500.0,,,,,Sổ đỏ,06/05/2022,None,4.0,
batdongsan_so_com_vn_1673825848.4202719,Hà Nội,,Ngọc thụy,Ngọc thụy,47.0,47.0,,3.0,4.0,5.0,Sổ đỏ,06/05/2022,Available,4.0,3.0
batdongsan_so_com_vn_1673819442.8957407,Hà Nội,thanh xuân,nguyễn lân,,36.0,5000.0,,,,,Sổ đỏ,17/06/2022,None,,
batdongsan_so_com_vn_1673819444.297989,Hà Nội,,,,63.0,5500.0,,,,,Sổ đỏ,17/06/2022,None,,
batdongsan_so_com_vn_1673819445.6314209,Hà Nội,,Quỳnh mai,Hồng mai,40.0,4600.0,,6.0,7.0,5.0,Sổ đỏ,17/06/2022,None,3.0,3.0
batdongsan_so_com_vn_1673819446.9389224,Hà Nội,,Láng hạ,Vũ ngọc phan,55.0,6600.0,,1.0,1.0,4.0,Sổ đỏ,17/06/2022,None,4.0,2.0
batdongsan_so_com_vn_1673819447.9881163,Hà Nội,,Láng thượng,Pháo đài láng,34.0,4500.0,,3.0,4.0,5.0,Sổ đỏ,17/06/2022,None,4.0,3.0
batdongsan_so_com_vn_1673819449.4133031,Hà Nội,Long biên,Long biên,Ngô gia tự,96.0,11900.0,,4.0,4.0,4.0,Sổ đỏ,17/06/2022,None,4.0,5.0
batdongsan_so_com_vn_1673819452.9972773,Hà Nội,đống đa  .,phường trung phụng ,phố trung phụng ,55.0,24800.0,,3.0,4.0,4.0,Sổ đỏ,23/11/2021,None,6.0,12.0
batdongsan_so_com_vn_1673819454.288857,Hà Nội,Thanh xuân,Thanh xuân nam,Nguyễn trãi,30.0,3550.0,,3.0,2.0,4.0,Sổ đỏ,17/06/2022,None,4.0,2.0
batdongsan_so_com_vn_1673819455.430767,Hà Nội,Long biên,,,1000.0,7130.0,,,,,Sổ đỏ,17/06/2022,None,,
batdongsan_so_com_vn_1673819456.75922,Hà Nội,long biên,tư đình,,100.0,7130.0,,,,,Sổ đỏ,17/06/2022,None,,
batdongsan_so_com_vn_1673819458.0846674,Hà Nội,đống đa,nguyễn khuyến,,253.0,65000.0,,,,4.0,Sổ đỏ,17/06/2022,None,6.0,
batdongsan_so_com_vn_1673819459.244565,Hà Nội,,Hàng đào,Hàng đường,38.0,38000.0,,2.0,2.0,2.0,Đã có sổ,17/06/2022,None,3.0,15.0
batdongsan_so_com_vn_1673819460.7654965,Hà Nội,thanh xuân,khuất duy tiến ,,68.0,6900.0,,4.0,4.0,5.0,Sổ đỏ,17/06/2022,None,4.0,
batdongsan_so_com_vn_1673819462.423062,Hà Nội,,,,50.0,9300.0,,4.0,4.0,5.0,None,17/06/2022,None,4.0,
batdongsan_so_com_vn_1673819464.2350006,Hà Nội,,Khương trung,Khương trung,42.0,4000.0,,4.0,5.0,5.0,Sổ đỏ,17/06/2022,None,3.0,2.0
batdongsan_so_com_vn_1673819466.0103173,Hà Nội,,Việt hưng,Việt hưng,348.0,23000.0,,,,,None,17/06/2022,None,18.0,
batdongsan_so_com_vn_1673819467.2939723,Hà Nội,Hai bà trưng,,Đại la,80.0,28500.0,EN,7.0,8.0,6.0,Sổ đỏ,17/06/2022,None,4.0,80.0
batdongsan_so_com_vn_1673819468.6039622,Hà Nội,,Khương đình,Bùi xương trạch,38.0,4050.0,,4.0,3.0,4.0,None,17/06/2022,None,,2.0
batdongsan_so_com_vn_1673796482.6335008,Hà Nội,,Điện biên,Lê hồng phong,52.0,22.222,,4.0,4.0,4.0,None,07/10/2022,None,4.0,5.0
batdongsan_so_com_vn_1673796484.0070236,Hà Nội,quận đống đa,93 láng hạ,,180.0,15000.0,S,4.0,3.0,,None,07/10/2022,Available,,
batdongsan_so_com_vn_1673796486.7531607,Hà Nội,,Thanh nhàn,Võ thị sáu,40.0,7000.0,,3.0,3.0,5.0,None,07/10/2022,None,4.0,3.0
batdongsan_so_com_vn_1673796488.6471307,Hà Nội,Hai bà trưng,Cửa nam,Hai bà trưng,20.0,2900.0,,3.0,4.0,5.0,Sổ đỏ,07/10/2022,None,4.0,2.0
batdongsan_so_com_vn_1673796489.7568169,Hà Nội,,Chương dương độ,Phúc tân,50.0,4600.0,,4.0,4.0,4.0,Sổ đỏ,07/10/2022,None,5.0,2.0
batdongsan_so_com_vn_1673796491.06234,Hà Nội,,Giang biên,Nguyễn văn hưởng,75.0,18000.0,,4.0,6.0,6.0,Sổ đỏ,07/10/2022,Available,7.0,20.0
batdongsan_so_com_vn_1673796492.2088122,Hà Nội,,Tương mai,Lương khánh thiện,38.0,4650.0,,3.0,3.0,4.0,None,07/10/2022,None,4.0,3.0
batdongsan_so_com_vn_1673796495.2287116,Hà Nội,,Nhân chính,Hoàng ngân,40.0,6500.0,,6.0,5.0,5.0,None,07/10/2022,None,5.0,6.0
batdongsan_so_com_vn_1673796496.5268972,Hà Nội,,Cầu diễn,Hàm nghi,100.0,5800.0,,3.0,2.0,2.0,None,07/10/2022,None,,20.0
batdongsan_so_com_vn_1673796498.1382024,Hà Nội,,Dương nội,Tố hữu,65.0,1000.0,,5.0,5.0,7.0,None,07/10/2022,None,6.0,10.0
batdongsan_so_com_vn_1673796499.5026944,Hà Nội,thanh xuân.,khương đình,,39.0,5200.0,,4.0,5.0,6.0,Sổ đỏ,07/10/2022,Available,,
batdongsan_so_com_vn_1673796501.3162796,Hà Nội,,Láng thượng,Chùa láng,35.0,4300.0,,3.0,3.0,5.0,Sổ đỏ,07/10/2022,None,4.0,3.0
batdongsan_so_com_vn_1673796502.5232654,Hà Nội,,Phú lãm,Ba la,38.0,2700.0,,3.0,4.0,5.0,Đã có sổ,07/10/2022,None,4.0,8.0
batdongsan_so_com_vn_1673796503.6381447,Hà Nội,,,Văn trì,52.0,4800.0,,4.0,,4.0,Sổ đỏ,07/10/2022,None,4.0,5.0
batdongsan_so_com_vn_1673796504.8034701,Hà Nội,,Mỹ đình 1,Đình thôn,47.0,6500.0,,5.0,5.0,6.0,Sổ đỏ,07/10/2022,None,4.0,4.0
batdongsan_so_com_vn_1673796506.0934439,Hà Nội,Cầu giấy,,,212.0,70000.0,,2.0,4.0,2.0,Đã có sổ,07/10/2022,None,8.0,
batdongsan_so_com_vn_1673796507.6204379,Hà Nội,,Gia thụy,11 nguyễn văn linh,27.0,3200.0,,1.0,1.0,1.0,Sổ đỏ,07/10/2022,Available,2.0,1.0
batdongsan_so_com_vn_1673796509.0217004,Hà Nội,,Việt hưng,Việt hưng,30.0,3500.0,,1.0,,1.0,Đã có sổ,07/10/2022,Available,3.0,1.0
batdongsan_so_com_vn_1673814243.669902,Hà Nội,,,,30.0,3.95,,,,,Sổ đỏ,16/07/2022,None,,
batdongsan_so_com_vn_1673814244.9396021,Hà Nội,,,,40.0,3650.0,,,,,Sổ đỏ,16/07/2022,None,,
batdongsan_so_com_vn_1673814246.34584,Hà Nội,Long biên,,,36.0,3850.0,,3.0,3.0,5.0,Sổ đỏ,16/07/2022,Available,3.0,
batdongsan_so_com_vn_1673814247.7071986,Hà Nội,,Ngọc lâm,1,55.0,10000.0,,5.0,4.0,4.0,None,16/07/2022,None,6.0,9.0
batdongsan_so_com_vn_1673814250.6576738,Hà Nội,,Phúc đồng,Phúc đồng,88.0,8500.0,,4.0,3.0,3.0,Sổ đỏ,16/07/2022,None,5.0,6.0
batdongsan_so_com_vn_1673814251.9444911,Hà Nội,,Vĩnh phúc,Hoàng hoa thám,33.0,3900.0,,5.0,4.0,6.0,Sổ đỏ,16/07/2022,Available,3.0,3.0
batdongsan_so_com_vn_1673814253.0445492,Hà Nội,,,,53.0,4500.0,,,,,Sổ đỏ,16/07/2022,None,6.0,
batdongsan_so_com_vn_1673814254.2343662,Hà Nội,,Ô chợ dừa,Hào nam,42.0,10000.0,,6.0,6.0,5.0,Sổ đỏ,16/07/2022,None,3.0,1.0
batdongsan_so_com_vn_1673814255.568797,Hà Nội,Cầu giấy,,,50.0,9500.0,,,,,Đã có sổ,16/07/2022,None,,
batdongsan_so_com_vn_1673814256.8294234,Hà Nội,,,,36.0,4000.0,,,,5.0,Sổ đỏ,16/07/2022,None,5.0,
batdongsan_so_com_vn_1673814258.1648552,Hà Nội,,Cổ đông,1,60.0,999.999,,,,,None,16/07/2022,None,5.0,
batdongsan_so_com_vn_1673814259.5700908,Hà Nội,,Vĩnh phúc,Bưởi,33.0,3100.0,,4.0,4.0,5.0,Đã có sổ,16/07/2022,None,4.0,3.0
batdongsan_so_com_vn_1673814261.266553,Hà Nội,Cầu giấy,,,70.0,17000.0,,,,,Sổ đỏ,16/07/2022,None,,
batdongsan_so_com_vn_1673814262.6059701,Hà Nội,,,,58.0,7900.0,,6.0,4.0,5.0,Sổ đỏ,16/07/2022,None,4.0,
batdongsan_so_com_vn_1673814264.0042422,Hà Nội,gia lâm,đặng xá,,132.0,13200.0,,,,,None,16/07/2022,None,,
batdongsan_so_com_vn_1673814265.4154663,Hà Nội,,,,50.0,6900.0,,6.0,6.0,6.0,Sổ đỏ,16/07/2022,None,4.0,4.0
batdongsan_so_com_vn_1673814266.6441662,Hà Nội,,Phú cường,Tân phú,42.0,1350.0,,2.0,2.0,3.0,None,16/07/2022,None,4.0,4.0
batdongsan_so_com_vn_1673814268.289764,Hà Nội,,,,36.0,4200.0,,,,5.0,Sổ đỏ,16/07/2022,Available,3.0,
batdongsan_so_com_vn_1673826044.97255,Hà Nội,Thanh xuân,,,107.0,14500.0,EN,6.0,6.0,3.0,None,05/05/2022,None,5.0,5.0
batdongsan_so_com_vn_1673826047.6563694,Hà Nội,,,,75.0,15800.0,,,,,Sổ đỏ,05/05/2022,Available,,
batdongsan_so_com_vn_1673826048.9788713,Hà Nội,,Đại kim,Kim giang,36.0,3900.0,,4.0,4.0,4.0,None,05/05/2022,None,4.0,2.0
batdongsan_so_com_vn_1673826050.0301,Hà Nội,hoàng mai,nguyễn đúc cảnh,,35.0,3000.0,,,,,Sổ đỏ,05/05/2022,Available,,
batdongsan_so_com_vn_1673826051.0234435,Hà Nội,hoàng mai.,lĩnh nam,,30.0,2450.0,,,,,Sổ đỏ,05/05/2022,None,,
batdongsan_so_com_vn_1673826052.1823428,Hà Nội,,,,50.0,6000.0,,4.0,,4.0,Sổ đỏ,05/05/2022,None,4.0,
batdongsan_so_com_vn_1673826053.2265494,Hà Nội,thanh xuân,hạ đình ,,35.0,4000.0,,4.0,,5.0,Sổ đỏ,05/05/2022,Available,7.0,
batdongsan_so_com_vn_1673826055.4257002,Hà Nội,,,,38.0,4900.0,,,,,None,05/05/2022,None,,
batdongsan_so_com_vn_1673826060.3331683,Hà Nội,hoàng mai,lĩnh nam,,30.0,2450.0,,3.0,,3.0,Sổ đỏ,05/05/2022,None,3.0,6.0
batdongsan_so_com_vn_1673826062.4591138,Hà Nội,hoàng mai,giáp bát,,50.0,5500.0,,4.0,,4.0,None,05/05/2022,None,4.0,
batdongsan_so_com_vn_1673826063.5991077,Hà Nội,hoàng mai,giáp nhị,,60.0,5400.0,,4.0,,4.0,Sổ đỏ,05/05/2022,None,4.0,
batdongsan_so_com_vn_1673826064.5486119,Hà Nội,hà đông,văn khê,,83.0,9900.0,,,,,Sổ đỏ,05/05/2022,None,5.0,
batdongsan_so_com_vn_1673826065.7863393,Hà Nội,hà đông,quang trung,,60.0,11000.0,,,,,Sổ đỏ,05/05/2022,None,7.0,
batdongsan_so_com_vn_1673826066.6789129,Hà Nội,hà đông,quang trung,,60.0,11000.0,,,,,Sổ đỏ,05/05/2022,None,7.0,
batdongsan_so_com_vn_1673826067.7929323,Hà Nội,hà đông,văn khê,,83.0,9900.0,,,,,Sổ đỏ,05/05/2022,None,5.0,
batdongsan_so_com_vn_1673826068.8072193,Hà Nội,Nam từ liêm,,,75.0,11900.0,,,,,None,05/05/2022,None,,
batdongsan_so_com_vn_1673826070.1915638,Hà Nội,,,,78.0,16000.0,,,,,Sổ đỏ,05/05/2022,Available,,
batdongsan_so_com_vn_1673826071.5069985,Hà Nội,,,,76.0,15600.0,,,,,Sổ đỏ,05/05/2022,Available,,
batdongsan_so_com_vn_1673821588.0078003,Hà Nội,hà đông.,hà trì,bà triệu,37.0,3900.0,,4.0,,4.0,Sổ đỏ,04/06/2022,Available,,3.0
batdongsan_so_com_vn_1673821589.5037975,Hà Nội,,Thanh nhàn,Trần khát chân,37.0,12000.0,,5.0,4.0,5.0,Sổ đỏ,04/06/2022,None,3.0,7.0
batdongsan_so_com_vn_1673821590.6537216,Hà Nội,,Nhân chính,Quan nhân,22.0,2100.0,,3.0,3.0,5.0,None,04/06/2022,None,,2.0
batdongsan_so_com_vn_1673821591.8395488,Hà Nội,quận tây hồ,phường phú thượng,đường võ chí công,86.0,3500.0,WS,2.0,2.0,,Sổ hồng,04/06/2022,None,,
batdongsan_so_com_vn_1673821592.8079598,Hà Nội,,Trâu quỳ,Ngô xuân quảng,40.0,3399.0,,,,,Sổ đỏ,04/06/2022,None,3.0,
batdongsan_so_com_vn_1673821593.9429224,Hà Nội,,Trâu quỳ,Nguyễn mậu tài,65.0,11999.0,,,,,Đã có sổ,04/06/2022,None,7.0,
batdongsan_so_com_vn_1673821595.1666484,Hà Nội,,Trâu quỳ,Nguyễn mậu tài,65.0,11999.0,,,,,Đã có sổ,04/06/2022,None,7.0,
batdongsan_so_com_vn_1673821597.2002099,Hà Nội,,Tiến xuân,Đại lộ thăng long,1340.0,18000.0,,,,,Đã có sổ,04/06/2022,None,60.0,
batdongsan_so_com_vn_1673821600.0024688,Hà Nội,,Đàn,360,71.0,28500.0,W,1.0,1.0,1.0,Sổ đỏ,04/06/2022,None,4.0,20.0
batdongsan_so_com_vn_1673821604.0347037,Hà Nội,,,,80.0,15500.0,S,9.0,10.0,7.0,Sổ đỏ,04/06/2022,Available,7.0,3.0
batdongsan_so_com_vn_1673821605.038502,Hà Nội,,,,90.0,17000.0,,,,,Sổ đỏ,04/06/2022,Available,,
batdongsan_so_com_vn_1673821606.2582293,Hà Nội,,,,33.0,4500.0,W,3.0,4.0,5.0,Đã có sổ,04/06/2022,Available,6.0,3.0
batdongsan_so_com_vn_1673821607.306425,Hà Nội,cầu giấy ,quan hoa ,,65.0,7400.0,,,,,None,04/06/2022,Available,,
batdongsan_so_com_vn_1673821608.551362,Hà Nội,kiến hưng,đa sỹ,,32.0,2700.0,,4.0,,4.0,Sổ đỏ,04/06/2022,None,,
batdongsan_so_com_vn_1673821609.637457,Hà Nội,,Bình yên,Đại lộ thăng long,205.0,1742.0,,,,,Sổ hồng,04/06/2022,None,7.0,
batdongsan_so_com_vn_1673821610.5869164,Hà Nội,mê linh,đại thịnh,nội đồng,104.0,5200.0,S,,,,None,04/06/2022,None,5.0,13.0
batdongsan_so_com_vn_1673821611.8984113,Hà Nội,,,,72.0,16000.0,,,,,Sổ đỏ,04/06/2022,Available,,
batdongsan_so_com_vn_1673821612.9426146,Hà Nội,,Xuân nộn,Xuân nộn,76.0,2035.0000000000002,,,,,None,04/06/2022,None,4.0,
batdongsan_so_com_vn_1673821614.0237231,Hà Nội,đông anh,võng la,sáp mai,75.0,3900.0,,,,,Sổ đỏ,04/06/2022,None,4.0,
batdongsan_so_com_vn_1673817605.6929834,Hà Nội,long biên,hoàng như tiếp,,27.0,3100.0,,,,,Sổ đỏ,27/06/2022,None,,
batdongsan_so_com_vn_1673817607.3475585,Hà Nội,long biên,bát khối,,50.0,3750.0,,4.0,,5.0,Đã có sổ,27/06/2022,Available,4.0,4.0
batdongsan_so_com_vn_1673817608.6211498,Hà Nội,,Láng hạ,Thái hà,90.0,15300.0,,7.0,6.0,5.0,Đã có sổ,27/06/2022,None,7.0,3.0
batdongsan_so_com_vn_1673817609.9709365,Hà Nội,,Cổ nhuế 2,Phạm văn đồng,42.0,4360.0,,6.0,4.0,5.0,Sổ đỏ,27/06/2022,None,3.0,3.0
batdongsan_so_com_vn_1673817621.6945612,Hà Nội,Hai bà trưng,,,30.0,6000.0,,,,,Sổ đỏ,27/06/2022,Available,,
batdongsan_so_com_vn_1673817622.7138338,Hà Nội,,,,35.0,1000.0,,,,,Sổ đỏ,27/06/2022,None,,
batdongsan_so_com_vn_1673817624.8027146,Hà Nội,hà đông.,hà trì,,57.0,3800.0,,,,,Sổ đỏ,27/06/2022,None,4.0,2.0
batdongsan_so_com_vn_1673817626.0513418,Hà Nội,,Xuân phương,Phương canh,35.0,3200.0,,6.0,4.0,5.0,None,27/06/2022,None,4.0,4.0
batdongsan_so_com_vn_1673817627.50091,Hà Nội,,Nhân chính,Quan nhân,38.0,4400.0,,4.0,6.0,4.0,Đã có sổ,27/06/2022,Available,4.0,3.0
batdongsan_so_com_vn_1673817628.814396,Hà Nội,,Văn quán,Chiến thắng,33.0,5850.0,,3.0,3.0,4.0,Đã có sổ,27/06/2022,None,35.0,1.0
batdongsan_so_com_vn_1673817630.0032606,Hà Nội,thanh xuân.,khương đình,,78.0,7900.0,,,,,Đã có sổ,27/06/2022,None,,
batdongsan_so_com_vn_1673817631.338688,Hà Nội,,,Tân mai,58.0,11500.0,W,6.0,4.0,5.0,Sổ đỏ,27/06/2022,None,4.0,4.0
batdongsan_so_com_vn_1673817632.5545487,Hà Nội,,Phú thượng,Võ chí công,168.0,5400.0,,3.0,2.0,20.0,Đã có sổ,27/06/2022,Available,24.0,40.0
batdongsan_so_com_vn_1673817633.9508128,Hà Nội,ba đình,giang văn minh ,,41.0,4350.0,,,,,Đã có sổ,27/06/2022,None,,
batdongsan_so_com_vn_1673817640.5849283,Hà Nội,Long biên,Long biên,Bát khối,40.0,3850.0,,4.0,4.0,5.0,Sổ đỏ,27/06/2022,Available,,3.0
batdongsan_so_com_vn_1673817641.6161108,Hà Nội,,Cống vị,Núi trúc,52.0,9000.0,,4.0,4.0,4.0,Đã có sổ,27/06/2022,None,4.0,7.0
batdongsan_so_com_vn_1673817642.6135085,Hà Nội,,,,35.0,1000.0,,,,,Sổ đỏ,27/06/2022,None,,
batdongsan_so_com_vn_1673817643.8791943,Hà Nội,Thanh xuân,Thanh xuân trung,Vũ tông phan,40.0,2500.0,,3.0,3.0,3.0,None,27/06/2022,None,4.0,3.0
batdongsan_so_com_vn_1673817644.9293818,Hà Nội,Cầu giấy,,,28.0,4600.0,,3.0,4.0,5.0,Sổ đỏ,27/06/2022,None,3.0,3.0
batdongsan_so_com_vn_1673830017.1395082,Hà Nội,quận hà đông,phường văn quán,,40.0,5600.0,,,,,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830018.4759307,Hà Nội,tây hồ,phường quảng an,,125.0,11500.0,,,,,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830019.785473,Hà Nội,hà đông,hà trì,,52.0,3750.0,,,,4.0,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830021.0600572,Hà Nội,hà đông,cầu đơ,,52.0,3800.0,,,,4.0,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830022.1710448,Hà Nội,hà đông,cầu đơ,,52.0,3800.0,,,,4.0,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830023.455609,Hà Nội,hà đông,hà trì,,52.0,3750.0,,,,4.0,Sổ đỏ,16/03/2022,None,,
batdongsan_so_com_vn_1673830024.8628855,Hà Nội,đống đa,thái hà,,50.0,15000.0,,5.0,5.0,6.0,Sổ đỏ,16/03/2022,None,7.0,6.0
batdongsan_so_com_vn_1673830025.9788573,Hà Nội,quận tây hồ,phường phú thượng,đường võ chí công,168.0,5798.0,EN,4.0,2.0,,None,16/03/2022,None,,
batdongsan_so_com_vn_1673830027.1115637,Hà Nội,quận tây hồ,phường phú thượng,đường võ chí công,148.0,5290.0,EN,4.0,2.0,1.0,None,16/03/2022,None,,
batdongsan_so_com_vn_1673830028.1996531,Hà Nội,hoài đức,sơn đồng,,92.0,6500.0,,,,,None,16/03/2022,None,,
batdongsan_so_com_vn_1673830029.410862,Hà Nội,cầu giấy,trung kính,,92.0,24000.0,EN,4.0,4.0,4.0,Sổ đỏ,16/03/2022,None,4.0,7.0
batdongsan_so_com_vn_1673830031.7825184,Hà Nội,hoàng văn thụ,hoàng mai ,,60.0,12800.0,,,,5.0,Sổ đỏ,16/03/2022,None,4.0,7.0
batdongsan_so_com_vn_1673830032.9613638,Hà Nội,,,,58.0,34000.0,,,,,Đã có sổ,16/03/2022,None,3.0,15.0
batdongsan_so_com_vn_1673830033.9656842,Hà Nội,,,,59.0,17000.0,,,,,Sổ đỏ,16/03/2022,Available,,
batdongsan_so_com_vn_1673830035.1594849,Hà Nội,quận tây hồ,đường võ chí công,,195.0,7032.0,W,4.0,2.0,2.0,None,16/03/2022,Available,,
batdongsan_so_com_vn_1673830036.2106724,Hà Nội,,,Vọng đồng tâm hbt,80.0,15500.0,S,10.0,10.0,7.0,Sổ đỏ,16/03/2022,Available,7.0,3.0
batdongsan_so_com_vn_1673830037.3765516,Hà Nội,nam từ liêm,ngõ phố nguyễn đổng chi,,40.0,4300.0,,4.0,4.0,5.0,Sổ đỏ,16/03/2022,None,4.0,2.0
batdongsan_so_com_vn_1673830038.5314631,Hà Nội,quận tây hồ,phường phú thượng,đường võ chí công,195.0,7032.0,WN,4.0,2.0,2.0,None,16/03/2022,Available,,
